school,slug,acceptance_rate,sat_total_25th_percentile,sat_total_75th_percentile,act_25th_percentile,act_75th_percentile,graduation_rate,public_or_private,student_to_faculty_ratio,campus_setting,enrollment,in_state_cost,out_state_cost,average_financial_aid,street_address,city,state,zip,phone,website,applicants,accepted,enrolled,percent_submitting_sat,percent_submitting_act,sat_critical_reading_25th_percentile,sat_critical_reading_75th_percentile,sat_math_25th_percentile,sat_math_75th_percentile,sat_writing_25th_percentile,sat_writing_75th_percentile,act_english_25th_percentile,act_english_75th_percentile,act_math_25th_percentile,act_math_75th_percentile_score,
California State University-Long Beach,CSULB62,42%,1350,1695,18,24,55%,Public,23,City,37891," $20,052 "," $31,212 "," $6,654 ",1250 Bellflower Blvd,Long Beach,CA,90840-0115,5629854111,www.csulb.edu,48556,20391,4606,97,25,440,550,460,580,450,565,18,24,18,25,
California State University-Los Angeles,,77%,1110,1440,15,19,31%,Public,21,City,20743," $19,457 "," $30,617 "," $7,359 ",5151 State University Dr,Los Angeles,CA,90032,3233433000,www.calstatela.edu,18785,14372,1942,88,16,370,470,370,490,370,480,13,19,16,20,
California State University-Monterey Bay,,71%,1320,1650,18,23,39%,Public,21,Rural,4340," $18,382 "," $29,542 "," $7,530 ",100 Campus Center,Seaside,CA,93955-8001,8315823330,www.csumb.edu,9544,6743,913,92,30,440,550,440,550,440,550,17,23,17,24,
California State University-Northridge,CSUN63,75%,1200,1575,16,21,41%,Public,25,City,36208," $21,449 "," $32,609 "," $6,993 ",18111 Nordhoff St,Northridge,CA,91330,8186771200,www.csun.edu,23293,17411,4625,78,17,400,520,400,530,400,525,15,21,16,22,
California State University-Sacramento,,67%,1245,1605,17,22,42%,Public,24,City,29011," $21,478 "," $32,638 "," $7,572 ",6000 J St,Sacramento,CA,95819-2694,9162786011,www.csus.edu,18132,12131,2622,85,8,410,520,420,550,415,535,15,22,17,24,
California State University-San Bernardino,,24%,1185,1515,16,20,44%,Public,24,City,17646," $19,350 "," $30,510 "," $7,120 ",5500 University Pky,San Bernardino,CA,92407-2397,9095375000,www.csusb.edu,10618,2557,1968,93,24,390,500,400,510,395,505,14,20,16,21,
California State University-Stanislaus,,66%,1260,1605,17,22,53%,Public,18,Suburb,8601," $18,475 "," $29,635 "," $6,628 ",One University Circle,Turlock,CA,95382,2096673122,www.csustan.edu,4751,3125,965,74,28,420,530,420,540,420,535,16,23,17,24,
California University of Pennsylvania,,63%,1305,1575,NR,NR,48%,Public,23,Town,8519," $20,359 "," $23,693 "," $4,828 ",250 University Ave,California,PA,15419-1394,7249384400,www.calu.edu,4706,2980,1385,91,0,430,520,440,530,435,525,,,,,
Calvin College,,93%,1605,1995,23,29,76%,Private,12,City,4171," $35,320 "," $35,320 "," $9,704 ",3201 Burton SE,Grand Rapids,MI,49546,6165266000,www.calvin.edu,2529,2346,945,32,83,530,670,540,660,535,665,22,30,23,29,
Cameron University,,0%,NR,NR,NR,NR,20%,Public,20,City,5449," $17,920 "," $23,785 "," $4,398 ",2800 Gore Blvd,Lawton,OK,73505,5805812225,www.cameron.edu,,,,,,,,,,0,0,,,,,
Campbell University Inc,CU834,36%,1330,1690,19,24,51%,Private,22,Rural,6075," $35,087 "," $35,087 "," $12,052 ",450 Leslie Campbell Ave,Buies Creek,NC,27506,9108931200,www.campbell.edu,5115,1864,951,87,23,440,560,460,580,430,550,17,24,18,25,
Canisius College,CC733,76%,1515,1860,22,27,68%,Private,15,City,4916," $41,898 "," $41,898 "," $18,562 ",2001 Main St,Buffalo,NY,14208-1098,7168837000,WWW.Canisius.edu,3847,2905,807,79,21,500,610,510,630,505,620,,,,,
Capital Community College,,0%,NR,NR,NR,NR,11%,Public,16,City,3989,,," $4,598 ",950 Main Street,Hartford,CT,6103,8609065000,www.ccc.commnet.edu,,,,,,,,,,0,0,,,,,
Capital University,,75%,1420,1770,21,27,63%,Private,11,Suburb,3632," $39,280 "," $39,280 "," $14,280 ",1 College and Main,Columbus,OH,43209-2394,6142366011,www.capital.edu,3510,2631,610,34,92,480,590,480,600,460,580,20,26,20,26,
Carleton College,,30%,1990,2250,29,33,93%,Private,9,Town,1983," $52,360 "," $52,360 "," $18,558 ",One North College Street,Northfield,MN,55057-4001,5072224000,www.carleton.edu,4784,1459,528,69,59,660,760,660,740,670,750,,,,,
Carnegie Mellon University,,36%,1910,2220,29,33,87%,Private,11,City,10875," $54,160 "," $54,160 "," $18,293 ",5000 Forbes Ave,Pittsburgh,PA,15213-3890,4122682000,www.cmu.edu/,14153,5132,1423,97,27,620,720,670,780,620,720,28,34,28,34,
Carroll University,,69%,NR,NR,21,26,55%,Private,26,City,3318," $33,538 "," $33,538 "," $11,325 ",100 N East Ave,Waukesha,WI,53186,2625471211,www.carrollu.edu,3370,2333,984,0,98,,,,,0,0,21,26,21,26,
Carson-Newman College,,74%,690,708,20,25,53%,Private,11,Suburb,2032," $27,898 "," $27,898 "," $10,570 ",1646 S Russell Ave,Jefferson City,TN,37760,8654712000,www.cn.edu,3031,2236,513,21,,,,460,472,230,236,20,25,18,20,
Carthage College,,75%,1485,1815,21,26,57%,Private,14,Suburb,2972," $39,700 "," $39,700 "," $11,156 ",2001 Alford Park Dr,Kenosha,WI,53140-1994,2625518500,www.carthage.edu,6338,4748,728,7,96,490,600,500,610,495,605,21,27,20,27,
Case Western Reserve University,,70%,1830,2130,28,32,81%,Private,12,City,9814," $49,578 "," $49,578 "," $21,893 ",10900 Euclid Ave,Cleveland,OH,44106,2163682000,www.case.edu,7998,5599,966,76,58,590,700,650,740,590,690,27,33,27,33,
Castleton State College,,70%,1280,1590,17,21,44%,Public,14,Town,2089," $19,025 "," $28,265 "," $3,581 ",62 Alumni Dr,Castleton,VT,5735,8024685611,www.castleton.edu,2368,1665,505,95,17,430,530,430,540,420,520,15,21,16,23,
Catawba College,,70%,1365,1695,18,25,40%,Private,15,Town,1261," $35,340 "," $35,340 "," $13,192 ",2300 W Innes St,Salisbury,NC,28144,7046374111,www.catawba.edu,1104,768,308,90,16,440,560,470,570,455,565,18,27,17,24,
Catholic University of America,,81%,1520,1830,21,27,71%,Private,12,City,6705," $47,524 "," $47,524 "," $12,658 ",620 Michigan Avenue  NE,Washington,DC,20064,2023195000,www.cua.edu,5180,4199,908,95,27,510,610,500,610,510,610,,,,,
Cazenovia College,,74%,NR,NR,NR,NR,40%,Private,12,Town,1159," $36,374 "," $36,374 "," $15,318 ",22 Sullivan St,Cazenovia,NY,13035,8006543210,www.cazenovia.edu,2075,1528,274,,,,,,,0,0,,,,,
Cedar Crest College,,63%,1450,1750,22,28,58%,Private,11,City,1872," $40,456 "," $40,456 "," $14,626 ",100 College Drive,Allentown,PA,18104-6196,61060646663329,www.cedarcrest.edu,1583,1004,196,91,19,490,590,480,590,480,570,20,27,21,28,
Centenary College,,89%,1240,1530,16,20,47%,Private,17,Suburb,3261," $38,518 "," $38,518 "," $12,293 ",400 Jefferson St,Hackettstown,NJ,7840,9088521400,www.centenarycollege.edu,754,673,271,90,7,410,510,420,510,410,510,,,,,
Centenary College of Louisiana,CCOL443,54%,1480,1830,22,27,59%,Private,9,City,907," $34,900 "," $34,900 "," $15,439 ",2911 Centenary Boulevard,Shreveport,LA,71134-1188,3188695011,www.centenary.edu,1683,914,276,40,86,500,620,500,610,480,600,22,29,20,26,
Central College,,74%,1425,1980,21,27,68%,Private,15,Town,1558," $36,966 "," $36,966 "," $14,043 ",812 University,Pella,IA,50219,6416285286,www.central.edu,2451,1823,443,3,98,470,670,480,650,475,660,20,27,20,27,
Central Connecticut State University,CCSU141,54%,1390,1660,NR,NR,46%,Public,16,Suburb,12233," $20,442 "," $30,036 "," $5,759 ",1615 Stanley St,New Britain,CT,6050,8608323200,www.ccsu.edu,6791,3697,1288,99,0,460,550,470,560,460,550,,,,,
Central Michigan University,CMU542,72%,1128,1610,20,25,57%,Public,23,Town,27225," $20,297 "," $33,797 "," $4,193 ",,Mount Pleasant,MI,48859,9897744000,www.cmich.edu,17223,12406,3724,2,97,438,560,450,570,240,480,19,24,18,25,
Central State University,,39%,990,1275,14,17,28%,Public,16,Rural,2171," $15,914 "," $22,426 "," $6,925 ",1400 Brush Row Rd,Wilberforce,OH,45384-1004,9373766011,www.centralstate.edu,6948,2703,713,14,87,340,430,320,420,330,425,12,17,15,17,
Central Washington University,,79%,1320,1635,18,23,55%,Public,20,Town,10662," $19,070 "," $29,333 "," $5,050 ",400 East University Way,Ellensburg,WA,98926-7501,5099631111,www.cwu.edu,5013,3968,1570,88,23,440,540,440,550,440,545,17,23,17,23,
Centre College,,69%,1650,2010,26,30,82%,Private,11,Town,1197," $41,400 "," $41,400 "," $16,057 ",600 W Walnut St,Danville,KY,40422-1394,8592385200,www.centre.edu,2056,1422,333,26,74,550,670,570,670,530,670,25,33,25,30,
Chadron State College,,0%,NR,NR,NR,NR,49%,Public,19,Rural,2649," $13,280 "," $16,950 "," $4,059 ",1000 Main St,Chadron,NE,69337-2690,3084326000,www.csc.edu,,,,,,,,,,0,0,,,,,
Chaminade University of Honolulu,,95%,1260,1560,18,22,25%,Private,17,City,2688," $30,758 "," $30,758 "," $5,813 ",3140 Waialae Avenue,Honolulu,HI,96816-1578,8087354711,www.chaminade.edu,1037,989,264,88,35,420,520,420,520,420,520,16,22,16,23,
Chapman University,,56%,1672,2010,25,29,67%,Private,14,City,6128," $52,796 "," $52,796 "," $17,926 ",One University Dr.,Orange,CA,92866,7149976815,www.chapman.edu,6159,3468,1032,76,40,547,661,568,678,557,671,25,31,24,29,
Charleston Southern University,CSU1092,64%,1500,1755,21,27,44%,Private,17,City,3200," $30,850 "," $30,850 "," $12,940 ",9200 University Blvd,Charleston,SC,29410-8087,8438637000,www.csuniv.edu,3444,2191,668,68,32,500,570,500,600,500,585,21,28,20,26,
Chatham University,,68%,NR,NR,NR,NR,52%,Private,9,City,2184," $40,712 "," $40,712 "," $15,048 ",Woodland Rd,Pittsburgh,PA,15232,4123651100,www.chatham.edu,641,433,131,,,,,,,0,0,,,,,
Chestnut Hill College,,72%,1370,1610,19,20,38%,Private,12,City,2085," $39,000 "," $39,000 "," $13,465 ",9601 Germantown Ave,Philadelphia,PA,19118-2693,2152487000,www.chc.edu,1589,1151,196,98,4,460,540,470,540,440,530,,,,,
Cheyney University of Pennsylvania,,0%,NR,NR,NR,NR,22%,Public,16,Rural,1488," $20,008 "," $28,444 "," $8,175 ",1837 University Circle,Cheyney,PA,19319-0200,6103992000,www.cheyney.edu,,,,,,,,,,0,0,,,,,
Chicago State University,,56%,NR,NR,16,19,13%,Public,14,City,6820," $20,846 "," $26,762 "," $7,035 ",9501 S. King Drive,Chicago,IL,60628-1598,7739952000,www.csu.edu,3371,1889,651,0,95,,,,,0,0,15,20,15,18,
Chowan University,,56%,1090,1370,15,18,32%,Private,13,Town,952," $27,618 "," $27,618 "," $10,410 ",One University Place,Murfreesboro,NC,27855,2523986500,www.chowan.edu/,2585,1439,536,83,16,370,460,370,470,350,440,,,,,
Christian Brothers University,,59%,1455,1800,22,27,59%,Private,12,City,1869," $31,800 "," $31,800 "," $16,236 ",650 E Parkway S,Memphis,TN,38104,9013213000,www.cbu.edu,1634,972,308,20,96,470,590,500,610,485,600,22,29,20,27,
Christopher Newport University,,60%,1680,1920,22,27,49%,Public,17,City,4904," $21,267 "," $29,209 "," $4,170 ",1 University Place,Newport News,VA,23606,7575947000,www.cnu.edu,7317,4422,1213,64,21,560,640,560,640,560,640,,,,,
Citadel Military College of South Carolina,,75%,1515,1785,19,22,68%,Public,15,City,3328," $21,729 "," $35,539 "," $10,583 ",171 Moultrie St,Charleston,SC,29409,8432253294,www.citadel.edu,2024,1521,607,74,25,500,590,510,600,505,595,18,22,18,23,
Claflin University,,36%,1200,1485,NR,NR,51%,Private,14,Town,1773," $24,572 "," $24,572 "," $9,327 ",400 Magnolia Street,Orangeburg,SC,29115-4498,8035355000,www.claflin.edu,4008,1441,465,72,0,410,500,390,490,400,495,,,,,
Claremont McKenna College,,16%,1920,2220,29,33,94%,Private,8,Suburb,1212," $52,934 "," $52,934 "," $24,904 ",500 E 9th St,Claremont,CA,91711-6400,9096218000,www.claremontmckenna.edu/,4276,697,282,73,46,630,760,660,740,630,720,,,,,
Clarion University of Pennsylvania,,68%,1230,1550,NR,NR,52%,Public,21,Town,7100," $18,210 "," $23,868 "," $3,343 ",840 Wood St,Clarion,PA,16214,8143932000,www.clarion.edu,4777,3271,1449,90,0,410,520,420,530,400,500,,,,,
Clark Atlanta University,,59%,1215,1425,18,20,45%,Private,14,City,4068," $29,382 "," $29,382 "," $7,709 ",223 James P Brawley Drive  S.W.,Atlanta,GA,30314-4391,4048808000,www.cau.edu,6681,3954,703,70,30,410,480,400,470,405,475,,,,,
Clark University,,64%,1620,1935,24,29,73%,Private,10,City,3330," $43,720 "," $43,720 "," $17,293 ",950 Main St,Worcester,MA,01610-1477,5087937711,www.clarku.edu,4271,2741,550,89,29,550,650,530,640,540,645,24,30,22,27,
Clarkson University,,73%,1540,1860,23,27,70%,Private,16,Town,3045," $47,200 "," $47,200 "," $17,881 ",8 Clarkson Ave,Potsdam,NY,13699,3152686400,www.clarkson.edu,4122,2995,777,95,35,500,610,560,660,480,590,20,26,24,29,
Clayton  State University,,62%,1305,1635,18,22,23%,Public,16,Suburb,6074," $16,682 "," $26,150 "," $4,853 ",2000 Clayton State Boulevard,Morrow,GA,30260-0285,6784664000,www.clayton.edu,4842,2999,1589,41,20,440,550,430,540,435,545,17,22,17,22,
Clemson University,,58%,1670,1960,25,30,79%,Public,15,Town,18317," $23,478 "," $37,788 "," $10,600 ",201 Sikes Hall,Clemson,SC,29634,8646564636,www.clemson.edu,14504,8355,2982,79,21,550,640,580,680,540,640,,,,,
Cleveland State University,CSU891,64%,1260,1680,18,23,26%,Public,16,City,15139," $22,300 "," $25,043 "," $6,081 ",2121 Euclid Avenue,Cleveland,OH,44115-2214,2166872000,www.csuohio.edu/,4175,2673,1062,35,79,410,550,430,570,420,560,16,23,17,24,
Coastal Carolina University,CCU1095,69%,1410,1650,20,23,46%,Public,22,City,8154," $21,686 "," $31,506 "," $6,216 ",108 James P. Blanton Circle,Conway,SC,29526,8433473161,www.coastal.edu,7514,5215,1655,82,37,460,540,480,560,470,550,,,,,
Coe College,,65%,1608,1888,23,28,70%,Private,11,City,1326," $40,020 "," $40,020 "," $17,369 ",1220 First Ave NE,Cedar Rapids,IA,52402-5092,3193998000,www.coe.edu,2063,1336,325,14,95,540,638,538,640,530,610,22,29,22,28,
Coker College,,56%,1290,1635,18,22,59%,Private,13,Town,1099," $27,990 "," $27,990 "," $14,443 ",300 E College Ave,Hartsville,SC,29550,8433838000,www.coker.edu,1112,624,192,57,42,440,540,420,550,430,545,,,,,
Colby College,,34%,1900,2150,28,31,90%,Private,10,Town,1847," $51,920 "," $51,920 "," $27,995 ",4000 Mayflower Hill Drive,Waterville,ME,04901-8840,2078594000,www.colby.edu,4519,1544,480,76,35,630,720,640,720,630,710,28,33,27,32,
Colby-Sawyer College,,80%,NR,NR,NR,NR,60%,Private,14,Rural,1004," $43,700 "," $43,700 "," $15,576 ",541 Main St,New London,NH,03257-7835,6035263000,www.colby-sawyer.edu,3224,2573,454,,,,,,,0,0,,,,,
Colgate University,CU734,32%,1890,2160,29,32,91%,Private,10,Town,2844," $52,880 "," $52,880 "," $29,286 ",13 Oak Dr,Hamilton,NY,13346-1398,3152281000,www.colgate.edu,7816,2464,750,65,30,630,710,640,730,620,720,29,34,28,33,
College of Charleston,COC1091,64%,1700,1940,23,26,64%,Public,16,City,11367," $22,539 "," $35,397 "," $7,067 ",66 George St,Charleston,SC,29424-0001,8439535500,www.cofc.edu,9964,6401,1956,65,45,570,650,570,650,560,640,22,28,22,26,
College of Mount Saint Vincent,,67%,1305,1575,NR,NR,57%,Private,14,City,1834," $37,610 "," $37,610 "," $13,737 ",6301 Riverdale Ave,Bronx,NY,10471-1093,7184053200,www.mountsaintvincent.edu,2224,1482,374,100,0,440,530,430,520,435,525,,,,,
College of Mount St. Joseph,,70%,1290,1590,19,24,52%,Private,12,Suburb,2133," $31,700 "," $31,700 "," $10,985 ",5701 Delhi Rd,Cincinnati,OH,45233-1670,5132444200,www.msj.edu,1417,996,368,43,84,430,520,430,540,430,530,18,24,18,24,
College of Notre Dame of Maryland,,65%,1350,1740,18,22,62%,Private,10,City,2935," $39,150 "," $39,150 "," $15,368 ",4701 N Charles St,Baltimore,MD,21210-2476,4104350100,www.ndm.edu,460,297,103,86,9,450,590,450,570,450,580,,,,,
College of Our Lady of the Elms,,85%,1260,1530,16,23,92%,Private,11,Suburb,1228," $38,206 "," $38,206 "," $12,292 ",291 Springfield St,Chicopee,MA,1013,4135942761,www.elms.edu,557,474,151,99,6,420,510,410,500,430,520,16,22,16,23,
College of Saint Benedict,,85%,1525,2000,23,28,84%,Private,13,Suburb,2110," $40,644 "," $40,644 "," $14,776 ",37 S. College Ave.,Saint Joseph,MN,56374,3203635011,www.csbsju.edu,1604,1369,551,14,96,510,660,510,670,505,670,23,29,23,28,
College of Saint Elizabeth,,83%,1135,1500,NR,NR,59%,Private,11,Suburb,2111," $38,118 "," $38,118 "," $18,326 ",2 Convent Rd,Morristown,NJ,07960-6989,9732904000,www.cse.edu,509,424,179,99,0,385,500,370,490,380,510,,,,,
College of the Holy Cross,,36%,NR,NR,NR,NR,98%,Private,11,City,2898," $50,942 "," $50,942 "," $25,381 ",One College Street,Worcester,MA,01610-2395,5087932011,www.holycross.edu,6652,2426,747,,,,,,,0,0,,,,,
College of William and Mary,,34%,1850,2160,27,32,91%,Public,12,Suburb,7892," $21,932 "," $42,096 "," $10,709 ",,Williamsburg,VA,23187-8795,7572214000,www.wm.edu,12110,4058,1395,94,29,620,730,620,720,610,710,28,34,26,32,
Colorado Christian University,,28%,NR,NR,NR,NR,33%,Private,13,Suburb,2599," $33,354 "," $33,354 "," $2,596 ",8787 West Alameda Avenue,Lakewood,CO,80226,3039633000,WWW.CCU.EDU,5552,1558,773,,,,,,,0,0,,,,,
Colorado College,,32%,1850,2130,28,31,87%,Private,11,City,2026," $49,900 "," $49,900 "," $21,992 ",14. E Cache La Poudre St.,Colorado Springs,CO,80903,7193896000,www.coloradocollege.edu,4943,1600,527,56,44,620,710,620,710,610,710,28,33,26,31,
Colorado School of Mines,,61%,1740,2025,26,30,68%,Public,15,Suburb,4704," $23,464 "," $37,624 "," $7,261 ",1500 Illinois St,Golden,CO,80401,3032733000,www.mines.edu,6797,4180,851,50,87,550,650,610,700,580,675,24,29,27,32,
Colorado State University,CSU125,72%,1515,1875,22,27,63%,Public,18,City,28882," $18,054 "," $33,976 "," $5,339 ",102 Administration Building,Fort Collins,CO,80523-0100,9704911101,www.colostate.edu,15253,11013,4322,35,92,500,610,510,640,505,625,21,27,21,27,
Colorado State University-Pueblo,,97%,1260,1575,18,22,33%,Public,18,City,6759," $17,030 "," $27,422 "," $4,156 ",2200 Bonforte Blvd,Pueblo,CO,81001-4901,7195492100,www.colostate-pueblo.edu,3471,3364,1046,13,91,420,520,420,530,420,525,16,22,17,23,
Columbia University in the City of New York,CU735,11%,2050,2320,29,34,93%,Private,6,City,23196," $54,294 "," $54,294 "," $29,913 ",116 St and Broadway,New York,NY,10027,2128541754,www.columbia.edu,22844,2514,1417,97,24,680,770,680,780,690,770,28,34,29,34,
Columbus State University,,59%,1275,1635,17,22,28%,Public,19,City,7951," $18,043 "," $29,657 "," $4,353 ",4225 University Ave,Columbus,GA,31907-5645,7065078800,www.colstate.edu,3757,2206,1340,72,34,430,550,420,540,425,545,15,22,16,22,
Concord University,,60%,1102,1774,18,27,32%,Public,19,Town,2812," $15,756 "," $21,832 "," $5,882 ",100 Vermillion Street,Athens,WV,24712,8883845249,www.concord.edu,2439,1453,753,32,76,395,593,347,616,360,565,19,28,19,28,
Concordia College at Moorhead,,79%,1549.5,2007,22,28,5%,Private,12,Suburb,2823," $34,295 "," $34,295 "," $11,695 ",901 S 8th St,Moorhead,MN,56562,2182994100,www.cord.edu,2851,2254,726,10,95,510,680,523,658,516.5,669,22,29,22,28,
Concordia College-New York,,69%,1200,1460,21,26,43%,Private,11,Suburb,707," $36,675 "," $36,675 "," $12,201 ",171 White Plains Rd,Bronxville,NY,10708-1998,9143379300,www.concordia-ny.edu,691,475,101,92,12,400,470,400,510,400,480,14,21,16,20,
Concordia University,,52%,1380,1725,19,24,50%,Private,14,Suburb,4185," $33,755 "," $33,755 "," $12,110 ",7400 Augusta,River Forest,IL,60305-1499,7087718300,www.cuchicago.edu,2786,1452,360,12,93,460,580,460,570,460,575,18,25,18,24,
Concordia University Texas,,53%,1310,1680,19,24,36%,Private,9,Rural,2260," $32,300 "," $32,300 "," $8,863 ",11400 Concordia University Dr.,Austin,TX,78726,5123133000,www.concordia.edu,1023,543,222,82,46,440,560,450,580,420,540,17,24,18,24,
Concordia University-Saint Paul,,56%,1380,1780,18,24,50%,Private,17,City,2644," $36,445 "," $36,445 "," $13,184 ",275 Syndicate Street North,Saint Paul,MN,55104-5494,6516418278,www.csp.edu,1106,621,184,6,95,490,610,470,540,420,630,16,23,17,24,
Concordia University-Wisconsin,,64%,NR,NR,19,25,58%,Private,15,Rural,6549," $32,296 "," $32,296 "," $10,802 ",12800 N Lake Shore Dr,Mequon,WI,53097-2402,2622435700,www.cuw.edu,2538,1616,471,0,100,,,,,0,0,19,25,19,25,
Connecticut College,,37%,NR,NR,NR,NR,88%,Private,8,City,1852," $53,415 "," $53,415 "," $25,247 ",270 Mohegan Ave,New London,CT,6320,8604471911,www.connecticutcollege.edu,4716,1728,496,,,,,,,0,0,,,,,
Converse College,,68%,1440,1755,20,25,56%,Private,14,City,2068," $36,640 "," $36,640 "," $19,301 ",580 E Main St,Spartanburg,SC,29302-0006,8645969000,www.converse.edu,602,409,157,88,61,480,590,480,580,480,585,20,25,18,24,
Coppin State University,CSU464,43%,1170,1395,NR,NR,16%,Public,15,City,4051," $17,123 "," $25,818 "," $6,940 ",2500 West North Avenue,Baltimore,MD,21216-3698,4109513000,www.coppin.edu,5138,2197,610,74,0,400,470,380,460,390,465,,,,,
Cornell College,,44%,1660,1960,24,29,72%,Private,11,Town,1112," $41,120 "," $41,120 "," $16,608 ",600 First St. SW,Mount Vernon,IA,52314-1098,3198954000,www.cornellcollege.edu,2916,1271,335,42,77,550,660,570,660,540,640,22,30,22,28,
Cornell University,CU736,19%,1935,2250,29,33,93%,Private,11,City,20273," $52,414 "," $52,414 "," $22,504 ",,Ithaca,NY,14853,6072552000,www.cornell.edu,34371,6564,3182,94,34,630,730,660,770,645,750,,,,,
Covenant College,,64%,1540,1910,22,28,65%,Private,16,Rural,1343," $34,740 "," $34,740 "," $12,296 ",14049 Scenic Highway,Lookout Mountain,GA,30750-4164,7068201560,www.covenant.edu,996,639,267,73,58,520,650,510,620,510,640,22,30,20,26,
Creighton University,CU667,82%,1590,1935,24,29,76%,Private,11,City,7051," $42,158 "," $42,158 "," $13,701 ",2500 California Plaza,Omaha,NE,68178,4022802700,www.creighton.edu,4752,3888,1054,33,90,520,640,540,650,530,645,24,31,23,29,
Crown College,,66%,1455,1935,20,24,57%,Private,15,Suburb,1229," $32,006 "," $32,006 "," $7,962 ",8700 College View Drive,Saint Bonifacius,MN,55375-9001,9524464100,www.crown.edu,457,303,149,15,92,500,655,470,635,485,645,20,25,18,24,
CUNY Bernard M Baruch College,,23%,1560,1890,NR,NR,58%,Public,18,City,16321,,," $5,516 ",One Bernard Baruch Way ,New York,NY,10010,6463121000,www.baruch.cuny.edu,18835,4426,1512,100,0,490,600,550,660,520,630,,,,,
